,@timestamp,agent.name,destination.bytes,destination.ip,destination.packets,destination.port,event.action,event.dataset,event.end,event.start,event.type,flow.final,host.mac,host.os.name,host.os.version,network.bytes,network.packets,network.type,source.bytes,source.ip,source.packets,source.port,type
78,"Oct 25, 2022 @ 01:19:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:45.111","Oct 25, 2022 @ 01:18:34.881","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53124,flow
79,"Oct 25, 2022 @ 01:19:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:34.881","Oct 25, 2022 @ 01:18:25.161","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53116,flow
80,"Oct 25, 2022 @ 01:19:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:25.012","Oct 25, 2022 @ 01:19:15.321",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53158,flow
81,"Oct 25, 2022 @ 01:19:30.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:25.012","Oct 25, 2022 @ 01:19:25.012",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53166,flow
82,"Oct 25, 2022 @ 01:19:30.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:15.321","Oct 25, 2022 @ 01:19:05.081",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53150,flow
83,"Oct 25, 2022 @ 01:19:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:05.081","Oct 25, 2022 @ 01:18:54.831",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53140,flow
84,"Oct 25, 2022 @ 01:19:20.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:54.831","Oct 25, 2022 @ 01:18:45.111",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53132,flow
85,"Oct 25, 2022 @ 01:19:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:45.111","Oct 25, 2022 @ 01:18:34.881",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53124,flow
86,"Oct 25, 2022 @ 01:19:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:34.881","Oct 25, 2022 @ 01:18:25.161",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53116,flow
87,"Oct 25, 2022 @ 01:19:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:05.081","Oct 25, 2022 @ 01:18:54.831",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53140,flow
88,"Oct 25, 2022 @ 01:19:20.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:15.321","Oct 25, 2022 @ 01:19:05.081",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53150,flow
89,"Oct 25, 2022 @ 01:19:20.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:15.321","Oct 25, 2022 @ 01:19:15.321",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53158,flow
90,"Oct 25, 2022 @ 01:19:10.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:54.831","Oct 25, 2022 @ 01:18:45.111",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53132,flow
91,"Oct 25, 2022 @ 01:19:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:45.111","Oct 25, 2022 @ 01:18:34.881",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53124,flow
92,"Oct 25, 2022 @ 01:19:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:34.881","Oct 25, 2022 @ 01:18:25.161",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53116,flow
93,"Oct 25, 2022 @ 01:19:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:05.081","Oct 25, 2022 @ 01:18:54.831",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53140,flow
94,"Oct 25, 2022 @ 01:19:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:19:05.081","Oct 25, 2022 @ 01:19:05.081",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53150,flow
95,"Oct 25, 2022 @ 01:19:00.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:54.831","Oct 25, 2022 @ 01:18:54.831",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53140,flow
96,"Oct 25, 2022 @ 01:19:00.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:05.151","Oct 25, 2022 @ 01:17:54.911","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53090,flow
97,"Oct 25, 2022 @ 01:19:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:14.881","Oct 25, 2022 @ 01:18:05.151","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53100,flow
98,"Oct 25, 2022 @ 01:19:00.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:54.831","Oct 25, 2022 @ 01:18:45.111",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53132,flow
99,"Oct 25, 2022 @ 01:19:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:45.111","Oct 25, 2022 @ 01:18:34.881",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53124,flow
100,"Oct 25, 2022 @ 01:19:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:34.881","Oct 25, 2022 @ 01:18:25.161",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53116,flow
101,"Oct 25, 2022 @ 01:19:00.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:25.161","Oct 25, 2022 @ 01:18:14.881","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53108,flow
102,"Oct 25, 2022 @ 01:18:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:34.881","Oct 25, 2022 @ 01:18:25.161",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53116,flow
103,"Oct 25, 2022 @ 01:18:50.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:25.161","Oct 25, 2022 @ 01:18:14.881",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53108,flow
104,"Oct 25, 2022 @ 01:18:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:45.111","Oct 25, 2022 @ 01:18:45.111",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53132,flow
105,"Oct 25, 2022 @ 01:18:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:45.111","Oct 25, 2022 @ 01:18:34.881",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53124,flow
106,"Oct 25, 2022 @ 01:18:50.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:05.151","Oct 25, 2022 @ 01:17:54.911",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53090,flow
107,"Oct 25, 2022 @ 01:18:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:14.881","Oct 25, 2022 @ 01:18:05.151",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53100,flow
108,"Oct 25, 2022 @ 01:18:40.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:34.881","Oct 25, 2022 @ 01:18:25.161",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53116,flow
109,"Oct 25, 2022 @ 01:18:40.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:05.151","Oct 25, 2022 @ 01:17:54.911",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53090,flow
110,"Oct 25, 2022 @ 01:18:40.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:25.161","Oct 25, 2022 @ 01:18:14.881",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53108,flow
111,"Oct 25, 2022 @ 01:18:40.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:34.881","Oct 25, 2022 @ 01:18:34.881",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53124,flow
112,"Oct 25, 2022 @ 01:18:40.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:14.881","Oct 25, 2022 @ 01:18:05.151",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53100,flow
113,"Oct 25, 2022 @ 01:18:30.497",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:25.161","Oct 25, 2022 @ 01:18:14.881",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53108,flow
114,"Oct 25, 2022 @ 01:18:30.497",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:14.881","Oct 25, 2022 @ 01:18:05.151",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53100,flow
115,"Oct 25, 2022 @ 01:18:30.497",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:54.912","Oct 25, 2022 @ 01:17:45.181","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53082,flow
116,"Oct 25, 2022 @ 01:18:30.497",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:45.182","Oct 25, 2022 @ 01:17:34.941","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53074,flow
117,"Oct 25, 2022 @ 01:18:30.497",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:05.151","Oct 25, 2022 @ 01:17:54.911",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53090,flow
118,"Oct 25, 2022 @ 01:18:30.497",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:25.161","Oct 25, 2022 @ 01:18:25.161",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53116,flow
119,"Oct 25, 2022 @ 01:18:30.497",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:34.941","Oct 25, 2022 @ 01:17:24.741","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53066,flow
120,"Oct 25, 2022 @ 01:18:20.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:05.151","Oct 25, 2022 @ 01:17:54.911",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53090,flow
121,"Oct 25, 2022 @ 01:18:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:34.941","Oct 25, 2022 @ 01:17:24.741",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53066,flow
122,"Oct 25, 2022 @ 01:18:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:14.881","Oct 25, 2022 @ 01:18:05.151",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53100,flow
123,"Oct 25, 2022 @ 01:18:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:45.182","Oct 25, 2022 @ 01:17:34.941",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53074,flow
124,"Oct 25, 2022 @ 01:18:20.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:54.912","Oct 25, 2022 @ 01:17:45.181",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53082,flow
125,"Oct 25, 2022 @ 01:18:20.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:14.881","Oct 25, 2022 @ 01:18:14.881",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53108,flow
126,"Oct 25, 2022 @ 01:18:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:45.182","Oct 25, 2022 @ 01:17:34.941",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53074,flow
127,"Oct 25, 2022 @ 01:18:10.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:05.151","Oct 25, 2022 @ 01:17:54.911",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53090,flow
128,"Oct 25, 2022 @ 01:18:10.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:18:05.151","Oct 25, 2022 @ 01:18:05.151",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53100,flow
129,"Oct 25, 2022 @ 01:18:10.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:54.912","Oct 25, 2022 @ 01:17:45.181",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53082,flow
130,"Oct 25, 2022 @ 01:18:10.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:34.941","Oct 25, 2022 @ 01:17:24.741",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53066,flow
131,"Oct 25, 2022 @ 01:18:00.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:54.912","Oct 25, 2022 @ 01:17:45.181",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53082,flow
132,"Oct 25, 2022 @ 01:18:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:45.182","Oct 25, 2022 @ 01:17:34.941",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53074,flow
133,"Oct 25, 2022 @ 01:18:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:34.941","Oct 25, 2022 @ 01:17:24.741",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53066,flow
134,"Oct 25, 2022 @ 01:18:00.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:24.742","Oct 25, 2022 @ 01:17:15.051","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53058,flow
135,"Oct 25, 2022 @ 01:18:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:04.851","Oct 25, 2022 @ 01:16:55.161","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53042,flow
136,"Oct 25, 2022 @ 01:18:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:54.912","Oct 25, 2022 @ 01:17:54.911",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53090,flow
137,"Oct 25, 2022 @ 01:18:00.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:15.051","Oct 25, 2022 @ 01:17:04.851","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53050,flow
138,"Oct 25, 2022 @ 01:17:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:34.941","Oct 25, 2022 @ 01:17:24.741",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53066,flow
139,"Oct 25, 2022 @ 01:17:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:15.051","Oct 25, 2022 @ 01:17:04.851",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53050,flow
140,"Oct 25, 2022 @ 01:17:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:45.182","Oct 25, 2022 @ 01:17:34.941",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53074,flow
141,"Oct 25, 2022 @ 01:17:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:04.851","Oct 25, 2022 @ 01:16:55.161",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53042,flow
142,"Oct 25, 2022 @ 01:17:50.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:24.742","Oct 25, 2022 @ 01:17:15.051",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53058,flow
143,"Oct 25, 2022 @ 01:17:50.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:45.182","Oct 25, 2022 @ 01:17:45.181",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),440B,7,ipv4,264B,172.17.0.4,4,53082,flow
144,"Oct 25, 2022 @ 01:17:40.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:34.941","Oct 25, 2022 @ 01:17:24.741",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53066,flow
145,"Oct 25, 2022 @ 01:17:40.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:15.051","Oct 25, 2022 @ 01:17:04.851",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53050,flow
146,"Oct 25, 2022 @ 01:17:40.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:24.742","Oct 25, 2022 @ 01:17:15.051",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53058,flow
147,"Oct 25, 2022 @ 01:17:40.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:04.851","Oct 25, 2022 @ 01:16:55.161",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53042,flow
148,"Oct 25, 2022 @ 01:17:40.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:34.941","Oct 25, 2022 @ 01:17:34.941",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53074,flow
149,"Oct 25, 2022 @ 01:17:30.498",webserver,250B,172.17.0.4,3,16919,network_flow,flow,"Oct 25, 2022 @ 01:16:35.272","Oct 25, 2022 @ 01:16:03.031","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),980B,13,ipv4,730B,192.168.106.130,10,40624,flow
150,"Oct 25, 2022 @ 01:17:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:04.851","Oct 25, 2022 @ 01:16:55.161",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53042,flow
151,"Oct 25, 2022 @ 01:17:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:16:44.961","Oct 25, 2022 @ 01:16:34.762","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53024,flow
152,"Oct 25, 2022 @ 01:17:30.498",webserver,176B,192.168.106.130,3,8001,network_flow,flow,"Oct 25, 2022 @ 01:16:34.762","Oct 25, 2022 @ 01:16:27.602","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),496B,8,ipv4,320B,172.17.0.4,5,53016,flow
153,"Oct 25, 2022 @ 01:17:30.498",webserver,120B,192.168.106.130,2,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:24.742","Oct 25, 2022 @ 01:17:24.741",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),384B,6,ipv4,264B,172.17.0.4,4,53066,flow
154,"Oct 25, 2022 @ 01:17:30.498",webserver,212B,172.17.0.4,3,16919,network_flow,flow,"Oct 25, 2022 @ 01:16:47.002","Oct 25, 2022 @ 01:16:14.771","connection, end",True,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),874B,12,ipv4,662B,192.168.106.130,9,40642,flow
155,"Oct 25, 2022 @ 01:17:30.498",webserver,232B,192.168.106.130,4,8001,network_flow,flow,"Oct 25, 2022 @ 01:17:24.742","Oct 25, 2022 @ 01:17:15.051",connection,False,"02:42:0a:00:00:14, 02:42:ac:11:00:04",Debian GNU/Linux,11 (bullseye),552B,9,ipv4,320B,172.17.0.4,5,53058,flow
