@timestamp,agent.hostname,auditd.log.AUID,auditd.log.EGID,auditd.log.EUID,auditd.log.FSGID,auditd.log.FSUID,auditd.log.GID,auditd.log.OGID,auditd.log.SGID,auditd.log.SUID,auditd.log.SYSCALL,auditd.log.UID,auditd.log.a0,auditd.log.a1,auditd.log.a2,auditd.log.a3,auditd.log.arch,auditd.log.cap_fe,auditd.log.cap_fi,auditd.log.cap_fp,auditd.log.cap_frootid,auditd.log.cap_fver,auditd.log.dev,auditd.log.epoch,auditd.log.grantors,auditd.log.inode,auditd.log.item,auditd.log.items,auditd.log.key,auditd.log.kv,auditd.log.laddr,auditd.log.lport,auditd.log.mode,auditd.log.name,auditd.log.nametype,auditd.log.nlnk-fam,auditd.log.nlnk-pid,auditd.log.op,auditd.log.proctitle,auditd.log.rdev,auditd.log.record_type,auditd.log.saddr,auditd.log.saddr_fam,auditd.log.sequence,auditd.log.ses,auditd.log.subj_apparmor,auditd.log.success,auditd.log.syscall,auditd.log.tty,auditd.log.uid,error.message,event.action,event.category,event.ingested,event.module,event.original,event.outcome,event.type,fileset.name,host.hostname,host.id,host.ip,host.mac,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,message,network.direction,process.executable,process.executable.text,process.exit_code,process.name,process.name.text,process.parent.pid,process.pid,service.type,user.audit.id,user.effective.group.id,user.effective.id,user.effective.name,user.effective.name.text,user.filesystem.group.id,user.filesystem.id,user.group.id,user.id,user.name,user.name.text,user.owner.group.id,user.owner.id,user.saved.group.id,user.saved.id
"Oct 24, 2022 @ 23:20:22.216",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1666624821.772,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN[1421],-,-,"284,627",-,-,-,-,-,1.12.0,field [auditd.log.kv] doesn't exist,-,-,auditd.log,-,auditd,-,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:22.216",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1666624821.772,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN[1421],-,-,"284,627",-,-,-,-,-,1.12.0,field [auditd.log.kv] doesn't exist,-,-,auditd.log,-,auditd,-,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:22.216",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1666624821.772,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN[1421],-,-,"284,627",-,-,-,-,-,1.12.0,field [auditd.log.kv] doesn't exist,-,-,auditd.log,-,auditd,-,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:22.215",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1666624821.772,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN[1421],-,-,"284,626",-,-,-,-,-,1.12.0,field [auditd.log.kv] doesn't exist,-,-,auditd.log,-,auditd,-,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:22.215",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1666624821.772,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN[1421],-,-,"284,626",-,-,-,-,-,1.12.0,field [auditd.log.kv] doesn't exist,-,-,auditd.log,-,auditd,-,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:22.215",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1666624821.772,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN[1421],-,-,"284,626",-,-,-,-,-,1.12.0,field [auditd.log.kv] doesn't exist,-,-,auditd.log,-,auditd,-,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:22.215",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1666624821.772,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN[1421],-,-,"284,626",-,-,-,-,-,1.12.0,field [auditd.log.kv] doesn't exist,-,-,auditd.log,-,auditd,-,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:22.215",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1666624821.772,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN[1421],-,-,"284,626",-,-,-,-,-,1.12.0,field [auditd.log.kv] doesn't exist,-,-,auditd.log,-,auditd,-,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,user,user,user,user,user,user,-,user,user,rename,user,7f5ada6b2088,7f5ada6b2808,f,ffffffff,x86_64,-,-,-,-,-,-,-,-,-,5,"delete""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,626",3,-,yes,82,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624821.772:284626): arch=c000003e syscall=82 success=yes exit=0 a0=7f5ada6b2088 a1=7f5ada6b2808 a2=f a3=ffffffff items=5 ppid=9597 pid=10863 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=3 comm=4267494F5468727E506F6F6C202335 exe=""/snap/firefox/1993/usr/lib/firefox/firefox"" subj=? key=""delete""ARCH=x86_64 SYSCALL=rename AUID=""user"" UID=""user"" GID=""user"" EUID=""user"" SUID=""user"" FSUID=""user"" EGID=""user"" SGID=""user"" FSGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,/snap/firefox/1993/usr/lib/firefox/firefox,BgIOThr~Pool #5,"9,597","10,863",auditd,1000,1000,1000,1000,1000,1000,1000,-,-,1000,1000,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,user,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""user",0,08:03,-,8126805,0,-,-,-,-,-,040755,/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/,PARENT,-,00:00,-,-,-,"284,626",-,-,-,-,-,1.12.0,-,path,-,auditd.log,event,auditd,"type=PATH msg=audit(1666624821.772:284626): item=0 name=""/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/"" inode=8126805 dev=08:03 mode=040755 ouid=1000 ogid=1000 rdev=00:00 obj=? nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""user"" OGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,1000,1000,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,user,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""user",0,08:03,-,8126805,1,-,-,-,-,-,040755,/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/,PARENT,-,00:00,-,-,-,"284,626",-,-,-,-,-,1.12.0,-,path,-,auditd.log,event,auditd,"type=PATH msg=audit(1666624821.772:284626): item=1 name=""/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/"" inode=8126805 dev=08:03 mode=040755 ouid=1000 ogid=1000 rdev=00:00 obj=? nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""user"" OGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,1000,1000,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,user,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""user",0,08:03,-,8126579,2,-,-,-,-,-,0100664,/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/recovery.jsonlz4,DELETE,-,00:00,-,-,-,"284,626",-,-,-,-,-,1.12.0,-,path,-,auditd.log,event,auditd,"type=PATH msg=audit(1666624821.772:284626): item=2 name=""/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/recovery.jsonlz4"" inode=8126579 dev=08:03 mode=0100664 ouid=1000 ogid=1000 rdev=00:00 obj=? nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""user"" OGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,1000,1000,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,user,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""user",0,08:03,-,8134650,3,-,-,-,-,-,0100664,/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/recovery.baklz4,DELETE,-,00:00,-,-,-,"284,626",-,-,-,-,-,1.12.0,-,path,-,auditd.log,event,auditd,"type=PATH msg=audit(1666624821.772:284626): item=3 name=""/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/recovery.baklz4"" inode=8134650 dev=08:03 mode=0100664 ouid=1000 ogid=1000 rdev=00:00 obj=? nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""user"" OGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,1000,1000,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,user,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""user",0,08:03,-,8126579,4,-,-,-,-,-,0100664,/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/recovery.baklz4,CREATE,-,00:00,-,-,-,"284,626",-,-,-,-,-,1.12.0,-,path,-,auditd.log,event,auditd,"type=PATH msg=audit(1666624821.772:284626): item=4 name=""/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/recovery.baklz4"" inode=8126579 dev=08:03 mode=0100664 ouid=1000 ogid=1000 rdev=00:00 obj=? nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""user"" OGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,1000,1000,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/snap/firefox/1993/usr/lib/firefox/firefox,-,-,-,-,"284,626",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,"type=PROCTITLE msg=audit(1666624821.772:284626): proctitle=""/snap/firefox/1993/usr/lib/firefox/firefox""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,626",-,snap.firefox.firefox,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624821.772:284626): subj_apparmor=snap.firefox.firefox,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,user,user,user,user,user,user,-,user,user,rename,user,7f5ada6b3888,7f5ada6b2808,10,ffffffff,x86_64,-,-,-,-,-,-,-,-,-,4,"delete""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,627",3,-,yes,82,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624821.772:284627): arch=c000003e syscall=82 success=yes exit=0 a0=7f5ada6b3888 a1=7f5ada6b2808 a2=10 a3=ffffffff items=4 ppid=9597 pid=10863 auid=1000 uid=1000 gid=1000 euid=1000 suid=1000 fsuid=1000 egid=1000 sgid=1000 fsgid=1000 tty=(none) ses=3 comm=4267494F5468727E506F6F6C202335 exe=""/snap/firefox/1993/usr/lib/firefox/firefox"" subj=? key=""delete""ARCH=x86_64 SYSCALL=rename AUID=""user"" UID=""user"" GID=""user"" EUID=""user"" SUID=""user"" FSUID=""user"" EGID=""user"" SGID=""user"" FSGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,/snap/firefox/1993/usr/lib/firefox/firefox,BgIOThr~Pool #5,"9,597","10,863",auditd,1000,1000,1000,1000,1000,1000,1000,-,-,1000,1000,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,user,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""user",0,08:03,-,8126805,0,-,-,-,-,-,040755,/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/,PARENT,-,00:00,-,-,-,"284,627",-,-,-,-,-,1.12.0,-,path,-,auditd.log,event,auditd,"type=PATH msg=audit(1666624821.772:284627): item=0 name=""/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/"" inode=8126805 dev=08:03 mode=040755 ouid=1000 ogid=1000 rdev=00:00 obj=? nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""user"" OGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,1000,1000,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,user,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""user",0,08:03,-,8126805,1,-,-,-,-,-,040755,/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/,PARENT,-,00:00,-,-,-,"284,627",-,-,-,-,-,1.12.0,-,path,-,auditd.log,event,auditd,"type=PATH msg=audit(1666624821.772:284627): item=1 name=""/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/"" inode=8126805 dev=08:03 mode=040755 ouid=1000 ogid=1000 rdev=00:00 obj=? nametype=PARENT cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""user"" OGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,1000,1000,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,user,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""user",0,08:03,-,8134650,2,-,-,-,-,-,0100664,/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/recovery.jsonlz4.tmp,DELETE,-,00:00,-,-,-,"284,627",-,-,-,-,-,1.12.0,-,path,-,auditd.log,event,auditd,"type=PATH msg=audit(1666624821.772:284627): item=2 name=""/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/recovery.jsonlz4.tmp"" inode=8134650 dev=08:03 mode=0100664 ouid=1000 ogid=1000 rdev=00:00 obj=? nametype=DELETE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""user"" OGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,1000,1000,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,user,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""user",0,08:03,-,8134650,3,-,-,-,-,-,0100664,/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/recovery.jsonlz4,CREATE,-,00:00,-,-,-,"284,627",-,-,-,-,-,1.12.0,-,path,-,auditd.log,event,auditd,"type=PATH msg=audit(1666624821.772:284627): item=3 name=""/home/user/snap/firefox/common/.mozilla/firefox/613vsdl4.default/sessionstore-backups/recovery.jsonlz4"" inode=8134650 dev=08:03 mode=0100664 ouid=1000 ogid=1000 rdev=00:00 obj=? nametype=CREATE cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""user"" OGID=""user""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,1000,1000,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/snap/firefox/1993/usr/lib/firefox/firefox,-,-,-,-,"284,627",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,"type=PROCTITLE msg=audit(1666624821.772:284627): proctitle=""/snap/firefox/1993/usr/lib/firefox/firefox""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.772",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,627",-,snap.firefox.firefox,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624821.772:284627): subj_apparmor=snap.firefox.firefox,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:21.213",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1666624817.776,-,-,-,-,-,-,-,-,-,-,-,-,UNKNOWN[1421],-,-,"284,625",-,-,-,-,-,1.12.0,field [auditd.log.kv] doesn't exist,-,-,auditd.log,-,auditd,-,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:20:17.776",dvwa_web,unset,root,root,root,root,root,-,root,root,openat,root,ffffffffffffff9c,c001404dc0,80000,0,x86_64,-,-,-,-,-,-,-,-,-,1,"T1005_Data_From_Local_System_audit_log""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,625",4294967295,-,yes,257,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624817.776:284625): arch=c000003e syscall=257 success=yes exit=7 a0=ffffffffffffff9c a1=c001404dc0 a2=80000 a3=0 items=1 ppid=252403 pid=252404 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""filebeat"" exe=""/usr/share/filebeat/bin/filebeat"" subj=? key=""T1005_Data_From_Local_System_audit_log""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,/usr/share/filebeat/bin/filebeat,filebeat,"252,403","252,404",auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,,,
"Oct 24, 2022 @ 23:20:17.776",dvwa_web,-,-,-,-,-,-,adm,-,-,-,-,-,-,-,-,-,0,0,0,"0OUID=""root",0,00:62,-,6301860,0,-,-,-,-,-,040750,/var/log/audit,NORMAL,-,00:00,-,-,-,"284,625",-,-,-,-,-,1.12.0,-,path,-,auditd.log,event,auditd,"type=PATH msg=audit(1666624817.776:284625): item=0 name=""/var/log/audit"" inode=6301860 dev=00:62 mode=040750 ouid=0 ogid=4 rdev=00:00 obj=? nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""adm""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,4,0,-,-,,,,,,,,,,
