@timestamp,agent.hostname,auditd.log.AUID,auditd.log.EGID,auditd.log.EUID,auditd.log.FSGID,auditd.log.FSUID,auditd.log.GID,auditd.log.OGID,auditd.log.SGID,auditd.log.SUID,auditd.log.SYSCALL,auditd.log.UID,auditd.log.a0,auditd.log.a1,auditd.log.a2,auditd.log.a3,auditd.log.arch,auditd.log.cap_fe,auditd.log.cap_fi,auditd.log.cap_fp,auditd.log.cap_frootid,auditd.log.cap_fver,auditd.log.dev,auditd.log.epoch,auditd.log.grantors,auditd.log.inode,auditd.log.item,auditd.log.items,auditd.log.key,auditd.log.kv,auditd.log.laddr,auditd.log.lport,auditd.log.mode,auditd.log.name,auditd.log.nametype,auditd.log.nlnk-fam,auditd.log.nlnk-pid,auditd.log.op,auditd.log.proctitle,auditd.log.rdev,auditd.log.record_type,auditd.log.saddr,auditd.log.saddr_fam,auditd.log.sequence,auditd.log.ses,auditd.log.subj_apparmor,auditd.log.success,auditd.log.syscall,auditd.log.tty,auditd.log.uid,error.message,event.action,event.category,event.ingested,event.module,event.original,event.outcome,event.type,fileset.name,host.hostname,host.id,host.ip,host.mac,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,message,network.direction,process.executable,process.executable.text,process.exit_code,process.name,process.name.text,process.parent.pid,process.pid,service.type,user.audit.id,user.effective.group.id,user.effective.id,user.effective.name,user.effective.name.text,user.filesystem.group.id,user.filesystem.id,user.group.id,user.id,user.name,user.name.text,user.owner.group.id,user.owner.id,user.saved.group.id,user.saved.id
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,unset,root,root,root,root,root,-,root,root,socket,root,2,80002,0,0,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"285,243",4294967295,-,yes,41,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624910.412:285243): arch=c000003e syscall=41 success=yes exit=30 a0=2 a1=80002 a2=0 a3=0 items=0 ppid=1 pid=997 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""NetworkManager"" exe=""/usr/sbin/NetworkManager"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,/usr/sbin/NetworkManager,NetworkManager,1,997,auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/sbin/NetworkManager^@--no-daemon,-,-,-,-,"285,243",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624910.412:285243): proctitle=2F7573722F7362696E2F4E6574776F726B4D616E61676572002D2D6E6F2D6461656D6F6E,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"285,243",-,unconfined,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624910.412:285243): subj_apparmor=unconfined,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,1e,7fe3cc002430,10,0,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"285,244",4294967295,-,yes,42,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624910.412:285244): arch=c000003e syscall=42 success=yes exit=0 a0=1e a1=7fe3cc002430 a2=10 a3=0 items=0 ppid=1 pid=997 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""NetworkManager"" exe=""/usr/sbin/NetworkManager"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,egress,/usr/sbin/NetworkManager,NetworkManager,1,997,auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/sbin/NetworkManager^@--no-daemon,-,-,-,-,"285,244",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624910.412:285244): proctitle=2F7573722F7362696E2F4E6574776F726B4D616E61676572002D2D6E6F2D6461656D6F6E,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"285,244",-,unconfined,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624910.412:285244): subj_apparmor=unconfined,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,1e,7fe3d4c4ab60,10,0,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"285,245",4294967295,-,yes,42,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624910.412:285245): arch=c000003e syscall=42 success=yes exit=0 a0=1e a1=7fe3d4c4ab60 a2=10 a3=0 items=0 ppid=1 pid=997 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""NetworkManager"" exe=""/usr/sbin/NetworkManager"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,egress,/usr/sbin/NetworkManager,NetworkManager,1,997,auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,00000000000000000000000000000000SADDR=unknown-family(0),-,"285,245",-,-,-,-,-,1.12.0,-,sockaddr,-,auditd.log,event,auditd,type=SOCKADDR msg=audit(1666624910.412:285245): saddr=00000000000000000000000000000000SADDR=unknown-family(0),log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/sbin/NetworkManager^@--no-daemon,-,-,-,-,"285,245",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624910.412:285245): proctitle=2F7573722F7362696E2F4E6574776F726B4D616E61676572002D2D6E6F2D6461656D6F6E,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"285,245",-,unconfined,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624910.412:285245): subj_apparmor=unconfined,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,1e,7fe3cc005160,10,0,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"285,246",4294967295,-,yes,42,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624910.412:285246): arch=c000003e syscall=42 success=yes exit=0 a0=1e a1=7fe3cc005160 a2=10 a3=0 items=0 ppid=1 pid=997 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""NetworkManager"" exe=""/usr/sbin/NetworkManager"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,egress,/usr/sbin/NetworkManager,NetworkManager,1,997,auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/sbin/NetworkManager^@--no-daemon,-,-,-,-,"285,246",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624910.412:285246): proctitle=2F7573722F7362696E2F4E6574776F726B4D616E61676572002D2D6E6F2D6461656D6F6E,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"285,246",-,unconfined,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624910.412:285246): subj_apparmor=unconfined,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,1e,7fe3d4c4ab60,10,0,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"285,247",4294967295,-,yes,42,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624910.412:285247): arch=c000003e syscall=42 success=yes exit=0 a0=1e a1=7fe3d4c4ab60 a2=10 a3=0 items=0 ppid=1 pid=997 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""NetworkManager"" exe=""/usr/sbin/NetworkManager"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,egress,/usr/sbin/NetworkManager,NetworkManager,1,997,auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,00000000000000000000000000000000SADDR=unknown-family(0),-,"285,247",-,-,-,-,-,1.12.0,-,sockaddr,-,auditd.log,event,auditd,type=SOCKADDR msg=audit(1666624910.412:285247): saddr=00000000000000000000000000000000SADDR=unknown-family(0),log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/sbin/NetworkManager^@--no-daemon,-,-,-,-,"285,247",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624910.412:285247): proctitle=2F7573722F7362696E2F4E6574776F726B4D616E61676572002D2D6E6F2D6461656D6F6E,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"285,247",-,unconfined,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624910.412:285247): subj_apparmor=unconfined,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,1e,7fe3cc003430,10,0,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"285,248",4294967295,-,yes,42,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624910.412:285248): arch=c000003e syscall=42 success=yes exit=0 a0=1e a1=7fe3cc003430 a2=10 a3=0 items=0 ppid=1 pid=997 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""NetworkManager"" exe=""/usr/sbin/NetworkManager"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,egress,/usr/sbin/NetworkManager,NetworkManager,1,997,auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/sbin/NetworkManager^@--no-daemon,-,-,-,-,"285,248",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624910.412:285248): proctitle=2F7573722F7362696E2F4E6574776F726B4D616E61676572002D2D6E6F2D6461656D6F6E,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.412",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"285,248",-,unconfined,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624910.412:285248): subj_apparmor=unconfined,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.408",dvwa_web,unset,root,root,root,root,root,-,root,root,socket,root,2,80802,0,7fe3d4c49658,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"285,241",4294967295,-,yes,41,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624910.408:285241): arch=c000003e syscall=41 success=yes exit=30 a0=2 a1=80802 a2=0 a3=7fe3d4c49658 items=0 ppid=1 pid=997 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""NetworkManager"" exe=""/usr/sbin/NetworkManager"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,/usr/sbin/NetworkManager,NetworkManager,1,997,auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.408",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/sbin/NetworkManager^@--no-daemon,-,-,-,-,"285,241",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624910.408:285241): proctitle=2F7573722F7362696E2F4E6574776F726B4D616E61676572002D2D6E6F2D6461656D6F6E,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.408",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"285,241",-,unconfined,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624910.408:285241): subj_apparmor=unconfined,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.408",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,1e,7fe3d4c4cd0c,10,7fe3d4c494a4,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"285,242",4294967295,-,yes,42,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624910.408:285242): arch=c000003e syscall=42 success=yes exit=0 a0=1e a1=7fe3d4c4cd0c a2=10 a3=7fe3d4c494a4 items=0 ppid=1 pid=997 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""NetworkManager"" exe=""/usr/sbin/NetworkManager"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,egress,/usr/sbin/NetworkManager,NetworkManager,1,997,auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.408",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,/usr/sbin/NetworkManager^@--no-daemon,-,-,-,-,"285,242",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624910.408:285242): proctitle=2F7573722F7362696E2F4E6574776F726B4D616E61676572002D2D6E6F2D6461656D6F6E,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
"Oct 24, 2022 @ 23:21:50.408",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"285,242",-,unconfined,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624910.408:285242): subj_apparmor=unconfined,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
