@timestamp,agent.hostname,bytes_in,bytes_out,destination.bytes,destination.ip,destination.packets,destination.port,event.duration,event.end,event.start,event.type,flow.final,host.id,host.ip,host.mac,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,network.bytes,network.packets,network.transport,network.type,source.bytes,source.ip,source.packets,source.port
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,"1,548","3,687","3,687",123.123.123.123,6,80,"773,994","Oct 24, 2022 @ 23:32:32.335","Oct 24, 2022 @ 23:32:32.334",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"5,235",15,tcp,ipv4,"1,548",123.123.123.3,9,"46,580"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,"1,079","1,565","1,565",10.10.10.20,8,"3,306","292,459","Oct 24, 2022 @ 23:32:32.335","Oct 24, 2022 @ 23:32:32.334",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"2,644",18,tcp,ipv4,"1,079",10.10.10.10,10,"32,896"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,621,478,478,10.10.10.20,5,"3,306","245,089","Oct 24, 2022 @ 23:32:32.335","Oct 24, 2022 @ 23:32:32.334",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,099",12,tcp,ipv4,621,10.10.10.10,7,"32,902"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,801,"2,615","2,615",123.123.123.123,4,80,"193,869","Oct 24, 2022 @ 23:32:32.335","Oct 24, 2022 @ 23:32:32.335",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"3,416",10,tcp,ipv4,801,123.123.123.3,6,"46,594"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,819,"1,978","1,978",123.123.123.123,4,80,"546,319","Oct 24, 2022 @ 23:32:32.336","Oct 24, 2022 @ 23:32:32.335",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"2,797",10,tcp,ipv4,819,123.123.123.3,6,"46,604"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,629,625,625,10.10.10.20,7,"3,306","263,780","Oct 24, 2022 @ 23:32:32.335","Oct 24, 2022 @ 23:32:32.335",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,254",14,tcp,ipv4,629,10.10.10.10,7,"32,906"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,621,478,478,10.10.10.20,5,"3,306","108,280","Oct 24, 2022 @ 23:32:32.335","Oct 24, 2022 @ 23:32:32.335",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,099",12,tcp,ipv4,621,10.10.10.10,7,"32,916"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,814,"2,027","2,027",123.123.123.123,4,80,"998,242","Oct 24, 2022 @ 23:32:32.337","Oct 24, 2022 @ 23:32:32.336",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"2,841",10,tcp,ipv4,814,123.123.123.3,6,"46,610"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,697,557,557,10.10.10.20,6,"3,306","239,359","Oct 24, 2022 @ 23:32:32.336","Oct 24, 2022 @ 23:32:32.336",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,254",14,tcp,ipv4,697,10.10.10.10,8,"32,924"
"Oct 24, 2022 @ 23:32:40.002",dvwa_web,621,478,478,10.10.10.20,5,"3,306","103,639","Oct 24, 2022 @ 23:32:32.336","Oct 24, 2022 @ 23:32:32.336",connection,False,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",bullseye,debian,5.15.0-52-generic,Debian GNU/Linux,linux,11 (bullseye),"1,099",12,tcp,ipv4,621,10.10.10.10,7,"32,930"
