@timestamp,@version,@version.keyword,_id,_index,_score,agent.ephemeral_id,agent.ephemeral_id.keyword,agent.id,agent.id.keyword,agent.name,agent.name.keyword,agent.type,agent.type.keyword,agent.version,agent.version.keyword,dissect.commandslog.command,dissect.commandslog.command.keyword,dissect.commandslog.date,dissect.commandslog.date.keyword,dissect.commandslog.host-name,dissect.commandslog.host-name.keyword,dissect.commandslog.month,dissect.commandslog.month.keyword,dissect.commandslog.responsecode,dissect.commandslog.responsecode.keyword,dissect.commandslog.time,dissect.commandslog.time.keyword,dissect.commandslog.user,dissect.commandslog.user-hostaddress,dissect.commandslog.user-hostaddress.keyword,dissect.commandslog.user.keyword,dissect.commandslog.userid,dissect.commandslog.userid.keyword,ecs.version,ecs.version.keyword,event.original,event.original.keyword,host.architecture,host.architecture.keyword,host.containerized,host.hostname,host.hostname.keyword,host.id,host.id.keyword,host.ip,host.ip.keyword,host.mac,host.mac.keyword,host.name,host.name.keyword,host.os.codename,host.os.codename.keyword,host.os.family,host.os.family.keyword,host.os.kernel,host.os.kernel.keyword,host.os.name,host.os.name.keyword,host.os.platform,host.os.platform.keyword,host.os.type,host.os.type.keyword,host.os.version,host.os.version.keyword,input.type,input.type.keyword,log.file.path,log.file.path.keyword,log.offset,message,message.keyword,tags,tags.keyword
"Oct 23, 2022 @ 22:17:03.356",1,1,gwY0BYQBBe9fLFWurN5J,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,10.0.0.21,10.0.0.21,23,23,webserver,webserver,Oct,Oct,--> Live [127],--> Live [127],08:49:45,08:49:45,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:49:45 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.21 --> Live [127],Oct 23 08:49:45 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.21 --> Live [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"3,467",Oct 23 08:49:45 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.21 --> Live [127],Oct 23 08:49:45 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.21 --> Live [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.356",1,1,VQY0BYQBBe9fLFWurNxC,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,10.0.0.1,10.0.0.1,23,23,webserver,webserver,Oct,Oct,--> Live [127],--> Live [127],08:49:44,08:49:44,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127],Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"3,384",Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127],Oct 23 08:49:44 webserver wpuser: wpuser@172.17.0.1 [423]: 10.0.0.1 --> Live [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.355",1,1,DAY0BYQBBe9fLFWurN5I,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,hostname,hostname,23,23,webserver,webserver,Oct,Oct,-i [0],-i [0],08:48:33,08:48:33,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:48:33 webserver wpuser: wpuser@172.17.0.1 [423]: hostname -i [0],Oct 23 08:48:33 webserver wpuser: wpuser@172.17.0.1 [423]: hostname -i [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"3,141",Oct 23 08:48:33 webserver wpuser: wpuser@172.17.0.1 [423]: hostname -i [0],Oct 23 08:48:33 webserver wpuser: wpuser@172.17.0.1 [423]: hostname -i [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.353",1,1,bgY0BYQBBe9fLFWurNxC,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,hostname-i,hostname-i,23,23,webserver,webserver,Oct,Oct,[127],[127],08:48:26,08:48:26,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:48:26 webserver wpuser: wpuser@172.17.0.1 [423]: hostname-i [127],Oct 23 08:48:26 webserver wpuser: wpuser@172.17.0.1 [423]: hostname-i [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"3,065",Oct 23 08:48:26 webserver wpuser: wpuser@172.17.0.1 [423]: hostname-i [127],Oct 23 08:48:26 webserver wpuser: wpuser@172.17.0.1 [423]: hostname-i [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.353",1,1,YwY0BYQBBe9fLFWurOGL,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ip,ip,23,23,webserver,webserver,Oct,Oct,-addr [127],-addr [127],08:48:04,08:48:04,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:48:04 webserver wpuser: wpuser@172.17.0.1 [423]: ip -addr [127],Oct 23 08:48:04 webserver wpuser: wpuser@172.17.0.1 [423]: ip -addr [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,847",Oct 23 08:48:04 webserver wpuser: wpuser@172.17.0.1 [423]: ip -addr [127],Oct 23 08:48:04 webserver wpuser: wpuser@172.17.0.1 [423]: ip -addr [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.353",1,1,5QY0BYQBBe9fLFWurOGa,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ifconfig,ifconfig,23,23,webserver,webserver,Oct,Oct,[127],[127],08:47:45,08:47:45,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:47:45 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],Oct 23 08:47:45 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,703",Oct 23 08:47:45 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],Oct 23 08:47:45 webserver wpuser: wpuser@172.17.0.1 [423]: ifconfig [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.353",1,1,5AY0BYQBBe9fLFWurOB_,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,sudo,sudo,23,23,webserver,webserver,Oct,Oct,apt isntall net-tools [100],apt isntall net-tools [100],08:47:35,08:47:35,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:47:35 webserver wpuser: wpuser@172.17.0.1 [423]: sudo apt isntall net-tools [100],Oct 23 08:47:35 webserver wpuser: wpuser@172.17.0.1 [423]: sudo apt isntall net-tools [100],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,537",Oct 23 08:47:35 webserver wpuser: wpuser@172.17.0.1 [423]: sudo apt isntall net-tools [100],Oct 23 08:47:35 webserver wpuser: wpuser@172.17.0.1 [423]: sudo apt isntall net-tools [100],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.353",1,1,MwY0BYQBBe9fLFWurNs9,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ipaddr,ipaddr,23,23,webserver,webserver,Oct,Oct,[127],[127],08:48:13,08:48:13,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:48:13 webserver wpuser: wpuser@172.17.0.1 [423]: ipaddr [127],Oct 23 08:48:13 webserver wpuser: wpuser@172.17.0.1 [423]: ipaddr [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,921",Oct 23 08:48:13 webserver wpuser: wpuser@172.17.0.1 [423]: ipaddr [127],Oct 23 08:48:13 webserver wpuser: wpuser@172.17.0.1 [423]: ipaddr [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.353",1,1,SgY0BYQBBe9fLFWurN1H,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ifconifg,ifconifg,23,23,webserver,webserver,Oct,Oct,[127],[127],08:47:43,08:47:43,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:47:43 webserver wpuser: wpuser@172.17.0.1 [423]: ifconifg [127],Oct 23 08:47:43 webserver wpuser: wpuser@172.17.0.1 [423]: ifconifg [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,629",Oct 23 08:47:43 webserver wpuser: wpuser@172.17.0.1 [423]: ifconifg [127],Oct 23 08:47:43 webserver wpuser: wpuser@172.17.0.1 [423]: ifconifg [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.353",1,1,TAY0BYQBBe9fLFWurN1H,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,hostname,hostname,23,23,webserver,webserver,Oct,Oct,[0],[0],08:48:22,08:48:22,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:48:22 webserver wpuser: wpuser@172.17.0.1 [423]: hostname [0],Oct 23 08:48:22 webserver wpuser: wpuser@172.17.0.1 [423]: hostname [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,993",Oct 23 08:48:22 webserver wpuser: wpuser@172.17.0.1 [423]: hostname [0],Oct 23 08:48:22 webserver wpuser: wpuser@172.17.0.1 [423]: hostname [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.353",1,1,kAY0BYQBBe9fLFWurNs9,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ip-a,ip-a,23,23,webserver,webserver,Oct,Oct,[127],[127],08:47:55,08:47:55,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:47:55 webserver wpuser: wpuser@172.17.0.1 [423]: ip-a [127],Oct 23 08:47:55 webserver wpuser: wpuser@172.17.0.1 [423]: ip-a [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"2,777",Oct 23 08:47:55 webserver wpuser: wpuser@172.17.0.1 [423]: ip-a [127],Oct 23 08:47:55 webserver wpuser: wpuser@172.17.0.1 [423]: ip-a [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
