@timestamp,@version,@version.keyword,_id,_index,_score,agent.ephemeral_id,agent.ephemeral_id.keyword,agent.id,agent.id.keyword,agent.name,agent.name.keyword,agent.type,agent.type.keyword,agent.version,agent.version.keyword,dissect.commandslog.command,dissect.commandslog.command.keyword,dissect.commandslog.date,dissect.commandslog.date.keyword,dissect.commandslog.host-name,dissect.commandslog.host-name.keyword,dissect.commandslog.month,dissect.commandslog.month.keyword,dissect.commandslog.responsecode,dissect.commandslog.responsecode.keyword,dissect.commandslog.time,dissect.commandslog.time.keyword,dissect.commandslog.user,dissect.commandslog.user-hostaddress,dissect.commandslog.user-hostaddress.keyword,dissect.commandslog.user.keyword,dissect.commandslog.userid,dissect.commandslog.userid.keyword,ecs.version,ecs.version.keyword,event.original,event.original.keyword,host.architecture,host.architecture.keyword,host.containerized,host.hostname,host.hostname.keyword,host.id,host.id.keyword,host.ip,host.ip.keyword,host.mac,host.mac.keyword,host.name,host.name.keyword,host.os.codename,host.os.codename.keyword,host.os.family,host.os.family.keyword,host.os.kernel,host.os.kernel.keyword,host.os.name,host.os.name.keyword,host.os.platform,host.os.platform.keyword,host.os.type,host.os.type.keyword,host.os.version,host.os.version.keyword,input.type,input.type.keyword,log.file.path,log.file.path.keyword,log.offset,message,message.keyword,tags,tags.keyword
"Oct 23, 2022 @ 22:17:03.350",1,1,dgY0BYQBBe9fLFWurN5J,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,exit,exit,23,23,webserver,webserver,Oct,Oct,[0],[0],08:46:02,08:46:02,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[423]:,[423]:,8.0.0,8.0.0,Oct 23 08:46:02 webserver wpuser: wpuser@172.17.0.1 [423]: exit [0],Oct 23 08:46:02 webserver wpuser: wpuser@172.17.0.1 [423]: exit [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,916",Oct 23 08:46:02 webserver wpuser: wpuser@172.17.0.1 [423]: exit [0],Oct 23 08:46:02 webserver wpuser: wpuser@172.17.0.1 [423]: exit [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,cAY0BYQBBe9fLFWurN97,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,whoami,whoami,23,23,webserver,webserver,Oct,Oct,[0],[0],08:42:57,08:42:57,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[333]:,[333]:,8.0.0,8.0.0,Oct 23 08:42:57 webserver wpuser: wpuser@172.17.0.1 [333]: whoami [0],Oct 23 08:42:57 webserver wpuser: wpuser@172.17.0.1 [333]: whoami [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,874,Oct 23 08:42:57 webserver wpuser: wpuser@172.17.0.1 [333]: whoami [0],Oct 23 08:42:57 webserver wpuser: wpuser@172.17.0.1 [333]: whoami [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,VwY0BYQBBe9fLFWurOKc,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,sudo,sudo,23,23,webserver,webserver,Oct,Oct, [1], [1],08:43:06,08:43:06,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[333]:,[333]:,8.0.0,8.0.0,Oct 23 08:43:06 webserver wpuser: wpuser@172.17.0.1 [333]: sudo  [1],Oct 23 08:43:06 webserver wpuser: wpuser@172.17.0.1 [333]: sudo  [1],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,944,Oct 23 08:43:06 webserver wpuser: wpuser@172.17.0.1 [333]: sudo  [1],Oct 23 08:43:06 webserver wpuser: wpuser@172.17.0.1 [333]: sudo  [1],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,bwY0BYQBBe9fLFWurN97,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,exit,exit,21,21,webserver,webserver,Oct,Oct,[0],[0],08:39:29,08:39:29,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[193]:,[193]:,8.0.0,8.0.0,Oct 21 08:39:29 webserver wpuser: wpuser@172.17.0.1 [193]: exit [0],Oct 21 08:39:29 webserver wpuser: wpuser@172.17.0.1 [193]: exit [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,432,Oct 21 08:39:29 webserver wpuser: wpuser@172.17.0.1 [193]: exit [0],Oct 21 08:39:29 webserver wpuser: wpuser@172.17.0.1 [193]: exit [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,JgY0BYQBBe9fLFWurOB8,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,cat,cat,21,21,webserver,webserver,Oct,Oct,/etc/passwd [0],/etc/passwd [0],08:39:35,08:39:35,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[193]:,[193]:,8.0.0,8.0.0,Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0],Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,652,Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0],Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,6wY0BYQBBe9fLFWurN5L,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,cat,cat,21,21,webserver,webserver,Oct,Oct,/etc/passwd [0],/etc/passwd [0],08:39:34,08:39:34,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[193]:,[193]:,8.0.0,8.0.0,Oct 21 08:39:34 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0],Oct 21 08:39:34 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,572,Oct 21 08:39:34 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0],Oct 21 08:39:34 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,JQY0BYQBBe9fLFWurOB8,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,sudo-l,sudo-l,21,21,webserver,webserver,Oct,Oct,[127],[127],08:37:40,08:37:40,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[148]:,[148]:,8.0.0,8.0.0,Oct 21 08:37:40 webserver wpuser: wpuser@172.17.0.1 [148]: sudo-l [127],Oct 21 08:37:40 webserver wpuser: wpuser@172.17.0.1 [148]: sudo-l [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,207,Oct 21 08:37:40 webserver wpuser: wpuser@172.17.0.1 [148]: sudo-l [127],Oct 21 08:37:40 webserver wpuser: wpuser@172.17.0.1 [148]: sudo-l [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,XAY0BYQBBe9fLFWurOGL,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,scp,scp,23,23,webserver,webserver,Oct,Oct,network_scan.py wpuser@192.168.1.225:/tmp/ [1],network_scan.py wpuser@192.168.1.225:/tmp/ [1],08:44:43,08:44:43,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[362]:,[362]:,8.0.0,8.0.0,Oct 23 08:44:43 webserver wpuser: wpuser@172.17.0.1 [362]: scp network_scan.py wpuser@192.168.1.225:/tmp/ [1],Oct 23 08:44:43 webserver wpuser: wpuser@172.17.0.1 [362]: scp network_scan.py wpuser@192.168.1.225:/tmp/ [1],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,082",Oct 23 08:44:43 webserver wpuser: wpuser@172.17.0.1 [362]: scp network_scan.py wpuser@192.168.1.225:/tmp/ [1],Oct 23 08:44:43 webserver wpuser: wpuser@172.17.0.1 [362]: scp network_scan.py wpuser@192.168.1.225:/tmp/ [1],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,NgY0BYQBBe9fLFWurNxC,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,sudo,sudo,21,21,webserver,webserver,Oct,Oct,-l [0],-l [0],08:37:46,08:37:46,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[148]:,[148]:,8.0.0,8.0.0,Oct 21 08:37:46 webserver wpuser: wpuser@172.17.0.1 [148]: sudo -l [0],Oct 21 08:37:46 webserver wpuser: wpuser@172.17.0.1 [148]: sudo -l [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,280,Oct 21 08:37:46 webserver wpuser: wpuser@172.17.0.1 [148]: sudo -l [0],Oct 21 08:37:46 webserver wpuser: wpuser@172.17.0.1 [148]: sudo -l [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,TwY0BYQBBe9fLFWurN1H,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,groups,groups,21,21,webserver,webserver,Oct,Oct,[0],[0],08:37:38,08:37:38,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[148]:,[148]:,8.0.0,8.0.0,Oct 21 08:37:38 webserver wpuser: wpuser@172.17.0.1 [148]: groups [0],Oct 21 08:37:38 webserver wpuser: wpuser@172.17.0.1 [148]: groups [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,136,Oct 21 08:37:38 webserver wpuser: wpuser@172.17.0.1 [148]: groups [0],Oct 21 08:37:38 webserver wpuser: wpuser@172.17.0.1 [148]: groups [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,7AY0BYQBBe9fLFWurN5L,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,sudo,sudo,23,23,webserver,webserver,Oct,Oct, [0], [0],08:44:33,08:44:33,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[362]:,[362]:,8.0.0,8.0.0,Oct 23 08:44:33 webserver wpuser: wpuser@172.17.0.1 [362]: sudo  [0],Oct 23 08:44:33 webserver wpuser: wpuser@172.17.0.1 [362]: sudo  [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"1,013",Oct 23 08:44:33 webserver wpuser: wpuser@172.17.0.1 [362]: sudo  [0],Oct 23 08:44:33 webserver wpuser: wpuser@172.17.0.1 [362]: sudo  [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,2QY0BYQBBe9fLFWurOB_,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,whoami,whoami,21,21,webserver,webserver,Oct,Oct,[0],[0],08:39:30,08:39:30,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[193]:,[193]:,8.0.0,8.0.0,Oct 21 08:39:30 webserver wpuser: wpuser@172.17.0.1 [193]: whoami [0],Oct 21 08:39:30 webserver wpuser: wpuser@172.17.0.1 [193]: whoami [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,501,Oct 21 08:39:30 webserver wpuser: wpuser@172.17.0.1 [193]: whoami [0],Oct 21 08:39:30 webserver wpuser: wpuser@172.17.0.1 [193]: whoami [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,JQY0BYQBBe9fLFWurNs9,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,whoami,whoami,21,21,webserver,webserver,Oct,Oct,[0],[0],08:37:35,08:37:35,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[148]:,[148]:,8.0.0,8.0.0,Oct 21 08:37:35 webserver wpuser: wpuser@172.17.0.1 [148]: whoami [0],Oct 21 08:37:35 webserver wpuser: wpuser@172.17.0.1 [148]: whoami [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,65,Oct 21 08:37:35 webserver wpuser: wpuser@172.17.0.1 [148]: whoami [0],Oct 21 08:37:35 webserver wpuser: wpuser@172.17.0.1 [148]: whoami [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,cAY0BYQBBe9fLFWurN5J,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,cat,cat,21,21,webserver,webserver,Oct,Oct,/etc/passwd [0],/etc/passwd [0],08:37:48,08:37:48,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[148]:,[148]:,8.0.0,8.0.0,Oct 21 08:37:48 webserver wpuser: wpuser@172.17.0.1 [148]: cat /etc/passwd [0],Oct 21 08:37:48 webserver wpuser: wpuser@172.17.0.1 [148]: cat /etc/passwd [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,352,Oct 21 08:37:48 webserver wpuser: wpuser@172.17.0.1 [148]: cat /etc/passwd [0],Oct 21 08:37:48 webserver wpuser: wpuser@172.17.0.1 [148]: cat /etc/passwd [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.349",1,1,NwY0BYQBBe9fLFWurNxC,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,cat,cat,21,21,webserver,webserver,Oct,Oct,/etc/passwd [0]Oct 23 08:42:50 webserver wpuser: wpuser@172.17.0.1 [333]:  [0],/etc/passwd [0]Oct 23 08:42:50 webserver wpuser: wpuser@172.17.0.1 [333]:  [0],08:39:35,08:39:35,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[193]:,[193]:,8.0.0,8.0.0,Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0]Oct 23 08:42:50 webserver wpuser: wpuser@172.17.0.1 [333]:  [0],Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0]Oct 23 08:42:50 webserver wpuser: wpuser@172.17.0.1 [333]:  [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,732,Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0]Oct 23 08:42:50 webserver wpuser: wpuser@172.17.0.1 [333]:  [0],Oct 21 08:39:35 webserver wpuser: wpuser@172.17.0.1 [193]: cat /etc/passwd [0]Oct 23 08:42:50 webserver wpuser: wpuser@172.17.0.1 [333]:  [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 23, 2022 @ 22:17:03.348",1,1,WwY0BYQBBe9fLFWurOGL,filebeat-2022.10.23,-,0198ff06-dc0a-46f2-a555-9792e2d89510,0198ff06-dc0a-46f2-a555-9792e2d89510,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,(empty),(empty),21,21,webserver,webserver,Oct,Oct,[0],[0],08:37:33,08:37:33,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[148]:,[148]:,8.0.0,8.0.0,Oct 21 08:37:33 webserver wpuser: wpuser@172.17.0.1 [148]:  [0],Oct 21 08:37:33 webserver wpuser: wpuser@172.17.0.1 [148]:  [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,0,Oct 21 08:37:33 webserver wpuser: wpuser@172.17.0.1 [148]:  [0],Oct 21 08:37:33 webserver wpuser: wpuser@172.17.0.1 [148]:  [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
