Classification,Date,Day,Job,LogType,Month,Path,Result,Time,User
CRON[10693],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:18:01,(/usr/bin/config/checkDb.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:18:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:18:04,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,14:18:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:18:04,(root)
CRON[10721],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:19:01,(/usr/bin/config/rsyslog.sh
CRON[10722],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:19:01,(/usr/bin/config/checkElk.sh
CRON[10723],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:19:01,(/usr/bin/config/checkDev.sh
CRON[10724],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:19:01,(/usr/bin/config/checkDb.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:19:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:19:04,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,14:19:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:19:04,(root)
CRON[10752],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:20:01,(/usr/bin/config/rsyslog.sh
CRON[10754],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:20:01,(/usr/bin/config/checkElk.sh
CRON[10755],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:20:01,(/usr/bin/config/checkDb.sh
CRON[10753],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:20:01,(/usr/bin/config/checkDev.sh
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:20:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:20:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:20:04,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:14:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:14:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:14:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:14:04,(root)
CRON[10581],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:15:01,(/usr/bin/config/rsyslog.sh
CRON[10582],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:15:01,(/usr/bin/config/checkElk.sh
CRON[10583],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:15:01,(/usr/bin/config/checkDb.sh
CRON[10589],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:15:01,(/usr/bin/config/checkDev.sh
rsyslogd,23,cannot,log,imklog:,Oct,kernel,(/proc/kmsg): Operation not permitted.,14:15:01,open
rsyslogd,23,of,failed,activation,Oct,imklog,[v8.2112.0 try https://www.rsyslog.com/e/2145 ],14:15:01,module
rsyslogd,23,"software=""rsyslogd""","x-info=""https://www.rsyslog.com""]",[origin,Oct,"x-pid=""10607""",start,14:15:01,"swVersion=""8.2112.0"""
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Activating,14:15:02,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:15:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:15:04,(root)
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Failure,14:15:11,(root)
CRON[10458],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:11:01,(/usr/bin/config/checkDev.sh
CRON[10460],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:11:01,(/usr/bin/config/checkDb.sh
CRON[10459],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:11:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:11:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:11:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:11:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:11:04,(root)
CRON[10488],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:12:01,(/usr/bin/config/checkDev.sh
CRON[10489],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:12:01,(/usr/bin/config/rsyslog.sh
CRON[10490],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:12:01,(/usr/bin/config/checkDb.sh
CRON[10491],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:12:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:12:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:12:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:12:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:12:04,(root)
CRON[10519],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:13:01,(/usr/bin/config/rsyslog.sh
CRON[10520],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:13:01,(/usr/bin/config/checkElk.sh
CRON[10521],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:13:01,(/usr/bin/config/checkDb.sh
CRON[10522],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:13:01,(/usr/bin/config/checkDev.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:13:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:13:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:13:05,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:13:05,(root)
CRON[10550],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:14:01,(/usr/bin/config/rsyslog.sh
CRON[10551],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:14:01,(/usr/bin/config/checkElk.sh
CRON[10552],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:14:01,(/usr/bin/config/checkDev.sh
CRON[10553],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:14:01,(/usr/bin/config/checkDb.sh
CRON[10249],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:06:01,(/usr/bin/config/checkDev.sh
CRON[10250],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:06:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:06:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:06:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:06:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:06:04,(root)
CRON[10278],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:07:01,(/usr/bin/config/rsyslog.sh
CRON[10279],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:07:01,(/usr/bin/config/checkDev.sh
CRON[10280],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:07:01,(/usr/bin/config/checkElk.sh
CRON[10281],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:07:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:07:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:07:02,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:07:05,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:07:05,(root)
CRON[10309],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:08:01,(/usr/bin/config/rsyslog.sh
CRON[10310],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:08:01,(/usr/bin/config/checkDb.sh
CRON[10311],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:08:01,(/usr/bin/config/checkElk.sh
CRON[10312],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:08:01,(/usr/bin/config/checkDev.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:08:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:08:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:08:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:08:04,(root)
CRON[10341],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:09:01,(/usr/bin/config/rsyslog.sh
CRON[10342],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:09:01,(/usr/bin/config/checkDev.sh
CRON[10343],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:09:01,(/usr/bin/config/checkElk.sh
CRON[10344],23,CMD,[,(root),Oct,(empty),-x /usr/lib/php/sessionclean ] && if [ ! -d /run/systemd/system ]; then /usr/lib/php/sessionclean; fi),14:09:01,(
CRON[10345],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:09:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:09:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:09:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:09:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:09:04,(root)
CRON[10426],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:10:01,(/usr/bin/config/rsyslog.sh
CRON[10427],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:10:01,(/usr/bin/config/checkDb.sh
CRON[10430],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:10:01,(/usr/bin/config/checkElk.sh
CRON[10429],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:10:01,(/usr/bin/config/checkDev.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:10:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:10:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:10:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:10:04,(root)
CRON[10457],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:11:01,(/usr/bin/config/rsyslog.sh
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:03:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:03:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:03:04,(root)
CRON[10185],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:04:01,(/usr/bin/config/checkDev.sh
CRON[10186],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:04:01,(/usr/bin/config/checkDb.sh
CRON[10187],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:04:01,(/usr/bin/config/checkElk.sh
CRON[10188],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:04:01,(/usr/bin/config/rsyslog.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:04:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:04:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:04:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:04:04,(root)
CRON[10217],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:05:01,(/usr/bin/config/checkDev.sh
CRON[10218],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:05:01,(/usr/bin/config/checkElk.sh
CRON[10216],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:05:01,(/usr/bin/config/rsyslog.sh
CRON[10219],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:05:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:05:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:05:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:05:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:05:04,(root)
CRON[10247],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:06:01,(/usr/bin/config/rsyslog.sh
CRON[10248],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:06:01,(/usr/bin/config/checkDb.sh
CRON[10062],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:00:01,(/usr/bin/config/rsyslog.sh
CRON[10063],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:00:01,(/usr/bin/config/checkDev.sh
CRON[10064],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:00:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:00:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:00:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:00:05,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:00:05,(root)
CRON[10092],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:01:01,(/usr/bin/config/rsyslog.sh
CRON[10093],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:01:01,(/usr/bin/config/checkDev.sh
CRON[10094],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:01:01,(/usr/bin/config/checkElk.sh
CRON[10097],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:01:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:01:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:01:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:01:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:01:04,(root)
CRON[10123],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:02:01,(/usr/bin/config/checkDev.sh
CRON[10124],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:02:01,(/usr/bin/config/rsyslog.sh
CRON[10125],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:02:01,(/usr/bin/config/checkElk.sh
CRON[10127],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:02:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:02:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:02:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,14:02:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,14:02:04,(root)
CRON[10154],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:03:01,(/usr/bin/config/checkDev.sh
CRON[10155],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:03:01,(/usr/bin/config/rsyslog.sh
CRON[10156],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:03:01,(/usr/bin/config/checkElk.sh
CRON[10157],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:03:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:03:01,(root)
CRON[9996],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:58:01,(/usr/bin/config/checkElk.sh
CRON[9997],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:58:01,(/usr/bin/config/checkDev.sh
CRON[9998],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:58:01,(/usr/bin/config/rsyslog.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:58:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,13:58:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,13:58:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,13:58:04,(root)
CRON[10026],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:59:01,(/usr/bin/config/checkDev.sh
CRON[10027],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:59:01,(/usr/bin/config/rsyslog.sh
CRON[10028],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:59:01,(/usr/bin/config/checkElk.sh
CRON[10033],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:59:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:59:01,(root)
rsyslogd,23,cannot,log,imklog:,Oct,kernel,(/proc/kmsg): Operation not permitted.,13:59:02,open
rsyslogd,23,of,failed,activation,Oct,imklog,[v8.2112.0 try https://www.rsyslog.com/e/2145 ],13:59:02,module
rsyslogd,23,"software=""rsyslogd""","x-info=""https://www.rsyslog.com""]",[origin,Oct,"x-pid=""10052""",start,13:59:02,"swVersion=""8.2112.0"""
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Activating,13:59:03,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,13:59:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,13:59:04,(root)
CRON[10061],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:00:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,13:54:05,(root)
CRON[9902],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:55:01,(/usr/bin/config/checkDev.sh
CRON[9903],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:55:01,(/usr/bin/config/rsyslog.sh
CRON[9904],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:55:01,(/usr/bin/config/checkElk.sh
CRON[9905],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:55:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:55:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,13:55:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,13:55:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,13:55:04,(root)
CRON[9933],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:56:01,(/usr/bin/config/rsyslog.sh
CRON[9934],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:56:01,(/usr/bin/config/checkDb.sh
CRON[9935],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:56:01,(/usr/bin/config/checkDev.sh
CRON[9936],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:56:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:56:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,13:56:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,13:56:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,13:56:04,(root)
CRON[9964],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:57:01,(/usr/bin/config/checkDev.sh
CRON[9965],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:57:01,(/usr/bin/config/rsyslog.sh
CRON[9966],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:57:01,(/usr/bin/config/checkDb.sh
CRON[9967],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:57:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:57:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,13:57:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,13:57:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,13:57:04,(root)
CRON[9995],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:58:01,(/usr/bin/config/checkDb.sh
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,13:51:04,(root)
CRON[9809],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:52:01,(/usr/bin/config/checkDb.sh
CRON[9810],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:52:01,(/usr/bin/config/checkElk.sh
CRON[9811],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:52:01,(/usr/bin/config/rsyslog.sh
CRON[9816],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:52:01,(/usr/bin/config/checkDev.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:52:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,13:52:01,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,13:52:04,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,13:52:04,(root)
CRON[9840],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:53:01,(/usr/bin/config/checkDb.sh
CRON[9841],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:53:01,(/usr/bin/config/rsyslog.sh
CRON[9842],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:53:01,(/usr/bin/config/checkDev.sh
CRON[9845],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:53:01,(/usr/bin/config/checkElk.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:53:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,13:53:01,(root)
MONITOR,23,Sunday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,Failure,13:53:04,(root)
MONITOR,23,Sunday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Failure,13:53:04,(root)
CRON[9871],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:54:01,(/usr/bin/config/checkElk.sh
CRON[9872],23,CMD,|,(root),Oct,2>&1,logger -t SERVICE),13:54:01,(/usr/bin/config/rsyslog.sh
CRON[9873],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:54:01,(/usr/bin/config/checkDb.sh
CRON[9874],23,CMD,|,(root),Oct,2>&1,logger -t MONITOR),13:54:01,(/usr/bin/config/checkDev.sh
MONITOR,23,Sunday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,13:54:01,(root)
SERVICE,23,Sunday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,13:54:02,(root)
